id,siteID,year,icemoved,timemoved,breakup,Impact Based Flood Severity,firstboat,unsafeman,unsafeveh,typeveh,lastice,remarks,Initial Forecast Start Date,Initial Forecast End Date,qualityFlag,internalNotes
3422,Takotna River at Takotna,1954,,,1954-05-15,,,1954-05-05,1954-04-15,,,This is a small river & can be crossed w- caution,,,,
3452,Tuluksak River at Tuluksak,1954,,,1954-05-06,,,,,,,,,,,
3728,Chatanika River at Chatanika,1954,,2000-5-5,,,,,,,,,,,,
3832,Chena River at Fairbanks,1954,,2000-4-30,1954-04-02,,1954-03-26,1954-04-30,,,,Published in the News Miner and Climate data.,,,,
3858,Chena River at University Exp. Station,1954,,2000-4-30,1954-04-01,unknown,1954-04-01,1954-04-30,,,,Published in the News Miner and Climate data.,,,,
3865,Chisana River at Northway,1954,,2000-5-2,,,,,,,,,,,,
3929,Edes Lake nr Summit,1954,,2000-6-3,1954-05-16,,1954-05-16,,,,,,,,,
3950,Lake Minchumina at Lake Minchumina,1954,,2000-5-17,1954-05-10,,1954-05-04,,,,,,,,,
3992,Nabesna River nr Northway,1954,,2000-5-5,1954-04-29,,,,,,,,,,,
4020,Nenana River at McKinley Park,1954,,2000-5-9,1954-04-20,,1954-04-15,,,,,,,,,
4115,Tanana River nr Manley Hot Springs,1954,,2000-5-9,,,,,,,,,,,,
4143,Tanana River nr Minto,1954,,2000-5-9,1954-05-01,,1954-04-24,,,,,,,,,
4196,Tanana River at Nenana,1954,,2000-01pm,1954-05-06,,,,,,,,,,,
4259,Tanana River at Tanacross,1954,,2000-5-1,1954-04-29,,,,,,,,,,,
4288,Tanana River at Tolovana,1954,,2000-5-7,1954-05-12,,1954-05-01,1954-04-28,,Ice fst moved in Tanana 5,,,,,,
4494,Andreafsky River at St. Marys,1954,,,1954-05-08,,,1954-05-07,1954-05-07,,,\r,,,,
4558,Fortymile River nr Boundary,1954,,,1954-05-07,,,,,,,\r,,,,
4568,Hooper Bay at Hooper Bay,1954,,,1954-05-11,,,,,,,\r,,,,
4591,Igiak Bay at Cape Romanzof,1954,,,1954-05-10,,,1954-05-03,1954-05-03,,,\r,,,,
4617,Innoko River at Holikachuk,1954,,,1954-05-08,,,1954-04-30,1954-04-25,,,Very low water. Sluggish break-up. Mild winter - i,,,,
4629,Innoko River nr Ophir,1954,,,1954-05-05,,,1954-04-30,1954-04-26,Ski plane,,Last ski plane landing on Lake back of village.\r,,,,
4676,Koyukuk River at Allakaket,1954,,,1954-05-10,,,1954-05-09,1954-04-30,,,\r,,,,
4736,Koyukuk River at Bettles,1954,,,1954-05-09,,1954-05-09,1954-05-07,1954-05-02,,,5-9 River open for small boat navigation.\r,,,,
4790,Koyukuk River at Hughes,1954,,,1954-05-09,,,1954-05-07,,,,\r,,,,
4823,Koyukuk River at Huslia,1954,,,1954-05-09,,,1954-05-02,,,,\r,,,,
4866,Koyukuk River at Wiseman,1954,,,1954-05-09,,,1954-05-06,1954-05-06,,,\r,,,,
4873,Keggatmiut Riv (Kun) at Scammon Bay,1954,,,1954-05-18,,,1954-04-13,1954-04-12,,,\r,,,,
4888,Kwiguk River at Kwiguk,1954,,,1954-05-17,,,1954-05-09,1954-05-07,,,Ice simply melted away and water rise did not exce,,,,
4890,Kwemluk Pass at Sheldon Point,1954,,,1954-06-02,,,,,,,This seemed to be an average brkup date - anywhere,,,,
4926,Polte Slough at Marshall,1954,,,1954-05-10,,,1954-05-07,1954-05-04,,,\r,,,,
4947,Portage Creek nr Circle Hot Springs,1954,,,1954-05-07,,,,,,,\r,,,,
5076,Yukon River at Beaver,1954,,,1954-05-17,,,1954-05-10,,,,\r,,,,
5132,Yukon River at Circle,1954,,,1954-05-13,,,,,,,\r,,,,
5165,Yukon River at Coal Creek,1954,,,1954-05-17,,,1954-05-02,,,,\r,,,,
5312,Yukon River at Eagle,1954,,,1954-05-16,,,1954-05-05,,,,\r,,,,
5426,Yukon River at Fort Yukon,1954,,,1954-05-13,,,,,,,\r,,,,
5468,Yukon River at Fortuna Ledge,1954,,,1954-05-10,,,1954-05-06,1954-05-04,,,\r,,,,
5483,Yukon River at Galena,1954,,,1954-05-15,,,1954-05-09,,,,\r,,,,
5547,Yukon River at Hamilton,1954,,,1954-05-15,,,1954-05-13,1954-05-12,,,\r,,,,
5622,Yukon River at Holy Cross,1954,,,1954-05-10,,,,,,,\r,,,,
5664,Yukon River at Kaltag,1954,,,1954-05-12,,,1954-05-09,,,,\r,,,,
5745,Yukon River at Marshall,1954,,5-6-54,1954-05-10,,,,,,,\r,,,,
5795,Yukon River at Mountain Village,1954,,,1954-05-13,,,1954-05-07,,,,\r,,,,
5854,Yukon River at Nulato,1954,,,1954-05-12,,,1954-05-10,,,,\r,,,,
5950,Yukon River at Rampart,1954,,,1954-05-17,,,1954-05-11,,,,\r,,,,
5987,Yukon River at Ruby,1954,,,1954-05-11,,,1954-05-08,,,,\r,,,,
6072,Yukon River at Stevens Village,1954,,,1954-05-17,,,1954-05-09,,,,\r,,,,
6149,Yukon River at Tanana,1954,,,1954-05-10,,,1954-04-02,,,,\r,,,,
6283,Yukon River at Dawson,1954,,,1954-05-12,,,,,,,,,,,
31,Arctic Ocean at Barrow,1953,,,1953-07-30,,,,,,,,,,,
65,Arctic Ocean at Point Lay,1953,,,1953-07-10,,,,,,,No ice drift\, no ice.,,,,
169,Bering Sea at Nome,1953,,,1953-05-07,,,,,,,Offshore wind moved ice 1 mi off shore 5-7. By 5-1,,,,
172,Bering Sea at Northeast Cape,1953,,,1953-04-21,,,,,,,,,,,
202,Bering Sea at Wales,1953,,,1953-06-29,,,,,,,Final.,,,,
319,Grantley Harbor at Teller,1953,,,1953-06-11,,,,,,,Ice moving fst week of June. Finally gon 6-11. The,,,,
341,Kivalina River at Kivalina,1953,,,1953-05-18,,,1953-05-02,,,,,,,,
433,Kobuk River at Kobuk,1953,,,1953-04-30,,,1953-04-25,1953-04-10,,,,,,,
494,Kobuk River at Noorvik,1953,,,1953-05-18,,,1953-05-18,1953-05-18,,,,,,,
544,Kokolik River at Point Lay,1953,,,1953-05-17,,,,,,,,,,,
566,Kotzebue Sound at Kotzebue,1953,,,1953-05-22,,,1953-05-17,1953-04-22,,1953-06-27,Open water extended .25 south of OTZ -CAA-WB site.,,,,
595,Koyuk River at Koyuk,1953,,,1953-05-19,,,1953-05-06,,,,,,,,
608,Kuk River at Wainwright,1953,,,1953-07-07,,,,,,,,,,,
652,Lake Troutman nr Gambell,1953,,,1953-06-18,,,,,,,About mid month\, CAA plane landed 5-26 felt the ic,,,,
704,Norton Sound at Elim,1953,,,1953-05-07,,,,,,,,,,,
845,Selawik River at Selawik,1953,,,1953-05-25,,,,,,,,,,,
971,Wales Harbor at Wales,1953,,,1953-05-29,,,1953-05-29,1953-05-24,,,,,,,
1148,Copper River nr Chitina,1953,,,1953-05-02,,,1953-04-25,1953-04-25,,,,,,,
1163,Copper River at Copper Center,1953,,,1953-04-12,,,,,,,,,,,
1208,Eyak Lake nr Cordova,1953,,,1953-05-11,,,1953-04-07,1953-03-23,,,,,,,
1250,Gakona River at Gulkana,1953,,,1953-05-02,,,1953-04-10,1953-03-30,,,,,,,
1256,Gulkana River nr Gakona,1953,,,1953-05-02,,,1953-04-10,1953-03-30,,,,,,,
1312,Paxson Lake nr Gulkana,1953,,,1953-05-03,,,,,,,Ice melting rapidly along edges of lakes.  Large p,,,,
1359,Tazlina River nr Gulkana,1953,,,1953-05-02,,,1953-04-10,1953-03-30,,,,,,,
1474,Beluga Lake at Homer,1953,,,1953-05-05,,,1953-04-16,1953-04-12,,,,,,,
1512,Caribou Creek at Sheep Mountain,1953,,,1953-04-20,,,1953-04-01,1953-03-14,,,,,,,
1551,Cook Inlet at Anchorage,1953,,,1953-04-10,,,,,,,,,,,
1568,Cook Inlet at Kasilof,1953,,,1953-04-06,,,,,,,,,,,
1595,Dinkel Lake at Wasilla,1953,,,1953-04-30,,,,,,,,,,,
1599,Echo Lake nr Palmer,1953,,,1953-05-05,,,,,,,,,,,
1695,Kenai River at Kenai,1953,,,1953-03-27,,,1953-03-27,,,,,,,,
1732,Kenai River at Sterling,1953,,,,,,,,,,River did not freeze over.,,,,
1826,Lucille Lake at Wasilla,1953,,,1953-04-25,,,1953-04-25,1953-04-15,,,,,,,
1841,Matanuska River at Palmer,1953,,,1953-04-28,,,,,,,,,,,
1879,Moose River at Sterling,1953,,,1953-04-25,,,1953-04-10,1953-04-03,,,,,,,
1908,Puntilla Lake at Puntilla,1953,,,1953-06-04,,,1953-05-19,1953-05-10,,,,,,,
1942,Skwentna River at Skwentna,1953,,,1953-05-02,,,1953-04-26,1953-04-15,,,,,,,
2065,Trail Lake at Moose Pass,1953,,,1953-05-21,,,,,,,,,,,
2092,Willow Creek at Willow,1953,,,,,,1953-04-22,,,,,,,,
2290,Anuk Lake at Juneau,1953,,,1953-04-24,,,1953-03-25,,,,,,,,
2295,Baranof Lake at Baranof,1953,,,1953-05-11,,,1953-05-09,,,,,,,,
2309,Hood Bay at Angoon,1953,,,1953-03-01,,,,,,,,,,,
2317,Mendenhall Lake nr Juneau,1953,,,1953-04-24,,,1953-03-25,,,,,,,,
2344,Unuk River at Unuk River,1953,,,1953-02-28,,,1953-02-10,,,,,,,,
2357,Aleknagik Lake at Aleknagik,1953,,,1953-05-29,,,,,,,,,,,
2379,Aniak River at Aniak,1953,,,1953-05-02,,,1953-04-21,1953-04-10,,,,,,,
2408,Bering Sea at St. Paul Island,1953,,,1953-05-01,,,,,,,,,,,
2485,Eek River at Eek,1953,,,1953-05-07,,,1953-05-03,1953-05-02,,,,,,,
2514,Egegik River at Egegik,1953,,,1953-04-17,,,1953-04-05,1953-04-01,,,,,,,
2538,Farewell Lake at Farewell,1953,,,1953-05-10,,,1953-05-10,,,,"Rotted" ice broken around edges. 5-10 S.Fork Kusk,,,,
2588,Iliamna Lake at Iliamna,1953,,,1953-05-13,,,1953-05-05,1953-04-28,,,,,,,
2670,Klag Bay at Chichagof,1953,,,1953-04-24,,,,,,,,,,,
2805,Kuskokwim River at Bethel,1953,,,1953-05-06,,,1953-04-29,1953-04-20,,,,,,,
2875,Kuskokwim River at Crooked Creek,1953,,,1953-05-01,,,1953-04-29,1953-04-29,,,,,,,
2925,Kuskokwim River at Kalskag,1953,,,1953-05-06,,,1953-05-01,1953-04-27,,,Ice moved for 5 min on May 4 @ 5pm\, 12 min on May,,,,
2970,Kuskokwim River at McGrath,1953,,,1953-05-01,,,1953-03-27,1953-03-24,,,,,,,
3065,Kuskokwim River at Napaimute,1953,,,1953-05-02,,,1953-04-28,1953-04-25,,,,,,,
3122,Kuskokwim River at Sleetmute,1953,,,1953-04-30,,,1953-04-28,1953-04-15,,,,,,,
3254,Naknek Lake nr King Salmon,1953,,,1953-06-08,,,,,,,,,,,
3256,Naknek River at King Salmon,1953,,,1953-04-11,,,1953-03-15,,,,,,,,
3449,Tuluksak River nr Nyac,1953,,,1953-05-03,,,1953-04-27,1953-04-20,,,,,,,
3803,Chena River at College,1953,,2000-4-28,,,,,,,,,,,,
3831,Chena River at Fairbanks,1953,,2000-4-25,1953-04-10,,1953-03-28,,,,,,,,,
3857,Chena River at University Exp. Station,1953,,2000-4-28,1953-04-13,,1953-04-09,1953-04-25,,,,Published in the News Miner and Climate data.,,,,
3864,Chisana River at Northway,1953,,2000-4-25,1953-04-18,,1953-04-09,,,,,,,,,
3928,Edes Lake nr Summit,1953,,2000-5-18,1953-05-12,,1953-04-30,,,,,,,,,
3949,Lake Minchumina at Lake Minchumina,1953,,2000-5-29,1953-05-03,,1953-04-29,,,,,,,,,
3991,Nabesna River nr Northway,1953,,2000-4-30,1953-04-21,,1953-04-16,,,,,,,,,
4019,Nenana River at McKinley Park,1953,,2000-4-30,,,,,,,,,,,,
4114,Tanana River nr Manley Hot Springs,1953,,2000-5-3,,,,,,,,,,,,
4195,Tanana River at Nenana,1953,,2000-54pm,1953-04-29,,,,,,,,,,,
4477,Alatna River at Allakaket,1953,,,1953-05-01,,,1953-04-29,1953-04-29,,,\r,,,,
4587,Iditarod River at Flat,1953,,,1953-04-30,,,1953-04-25,1953-04-15,,,\r,,,,
4616,Innoko River at Holikachuk,1953,,,1953-05-08,,,1953-04-28,1953-04-20,,,Float plane in May 14.\r,,,,
4675,Koyukuk River at Allakaket,1953,,,1953-05-01,,,1953-04-29,1953-04-29,,,\r,,,,
4735,Koyukuk River at Bettles,1953,,,1953-04-30,,,1953-04-29,1953-04-27,,,Earliest breakup in 30 years.\r,,,,
4789,Koyukuk River at Hughes,1953,,,1953-05-01,,,1953-04-28,,,,\r,,,,
4908,Mosquito nr Chicken,1953,,,1953-04-25,,,1953-04-25,1953-04-23,,,\r,,,,
4925,Polte Slough at Marshall,1953,,,1953-05-10,,,1953-04-29,1953-04-26,,,\r,,,,
5029,Yukon River at Anvik,1953,,,1953-05-03,,,1953-05-03,1953-05-03,,,\r,,,,
5075,Yukon River at Beaver,1953,,,1953-05-11,,,1953-05-01,,,,\r,,,,
5131,Yukon River at Circle,1953,,,1953-05-14,,,1953-04-20,,,,\r,,,,
5311,Yukon River at Eagle,1953,,,1953-05-06,,,1953-04-28,,,,\r,,,,
5425,Yukon River at Fort Yukon,1953,,,1953-05-14,,,1953-04-20,,,,\r,,,,
5482,Yukon River at Galena,1953,,,1953-05-15,,,1953-05-05,,,,\r,,,,
5546,Yukon River at Hamilton,1953,,,1953-05-17,,,1953-05-14,,,,\r,,,,
5621,Yukon River at Holy Cross,1953,,,1953-05-07,,,,,,,\r,,,,
5726,Yukon River at Koyukuk,1953,,,1953-05-06,,,1953-05-02,,,,\r,,,,
5794,Yukon River at Mountain Village,1953,,,1953-05-08,,,1953-05-02,,,,\r,,,,
5853,Yukon River at Nulato,1953,,,1953-05-07,,,1953-05-05,,,,\r,,,,
5949,Yukon River at Rampart,1953,,,1953-05-12,,,1953-05-01,,,,\r,,,,
6071,Yukon River at Stevens Village,1953,,,1953-05-09,,,1953-04-26,,,,\r,,,,
6148,Yukon River at Tanana,1953,,,1953-05-16,,,1953-04-30,,,,\r,,,,
6284,Yukon River at Dawson,1953,,,1953-05-05,,,,,,,,,,,
30,Arctic Ocean at Barrow,1952,,,1952-07-08,,,1952-07-08,1952-07-08,,,,,,,
85,Arctic Ocean at Shishmaref,1952,,,1952-06-10,,,1952-05-29,,,,,,,,
111,Bering Sea at Gambell,1952,,,1952-05-15,,,1952-05-10,,,,Date on '52 brkup estmtd: depends on wind dir.\,spe,,,,
168,Bering Sea at Nome,1952,,,1952-06-04,,,1952-06-03,,,,,,,,
242,Colville River at Umiat,1952,,,1952-06-06,,,1952-06-02,1952-05-30,,,,,,,
318,Grantley Harbor at Teller,1952,,,1952-05-30,,,,,,,Ice gone from Grantly harbor w-in a week. Float pl,,,,
351,Kiwalik River at Candle,1952,,,1952-03-25,,,,,,,,,,,
493,Kobuk River at Noorvik,1952,,,1952-06-07,,,1952-06-07,,,,,,,,
607,Kuk River at Wainwright,1952,,,1952-07-11,,,1952-06-29,1952-06-20,,,,,,,
633,Kwiniuk River at Moses Point,1952,,,1952-06-01,,,1952-05-23,1952-05-23,,,,,,,
651,Lake Troutman nr Gambell,1952,,,1952-07-01,,,1952-06-27,1952-06-27,,,,,,,
844,Selawik River at Selawik,1952,,,1952-06-06,,,,,,,,,,,
880,Shishmaref Inlet at Shishmaref,1952,,,1952-06-10,,,1952-05-29,1952-05-29,,,,,,,
950,Unalakleet River at Unalakleet,1952,,,1952-05-30,,,1952-05-29,1952-05-23,,,,,,,
1147,Copper River nr Chitina,1952,,,1952-04-25,,,1952-04-20,1952-04-01,,,,,,,
1207,Eyak Lake nr Cordova,1952,,,1952-05-31,,,1952-05-02,1952-04-21,,,,,,,
1249,Gakona River at Gulkana,1952,,,1952-03-03,,,1952-04-26,,,,,,,,
1255,Gulkana River nr Gakona,1952,,,1952-05-03,,,1952-04-26,,,,,,,,
1358,Tazlina River nr Gulkana,1952,,,1952-04-28,,,,,,,,,,,
1473,Beluga Lake at Homer,1952,,,1952-05-15,,,1952-05-03,1952-04-20,,,,,,,
1550,Cook Inlet at Anchorage,1952,,,1952-04-24,,,,,,1952-04-30,,,,,
1567,Cook Inlet at Kasilof,1952,,,1952-04-16,,,,,,,,,,,
1625,Eklutna Lake nr Eklutna,1952,,,1952-05-18,,,1952-05-07,1952-04-07,,,,,,,
1642,Elephant Lake nr Kodiak,1952,,,1952-04-25,,,,,,,,,,,
1657,Karluk Lake nr Karluk,1952,,,1952-05-22,,,,,,,,,,,
1694,Kenai River at Kenai,1952,,,1952-03-18,,,1952-03-10,,,,,,,,
1731,Kenai River at Sterling,1952,,,1952-04-09,,,1952-04-06,1952-04-03,,,,,,,
1840,Matanuska River at Palmer,1952,,,1952-04-16,,,,,,,,,,,
1878,Moose River at Sterling,1952,,,1952-05-02,,,1952-04-18,1952-04-15,,,,,,,
1907,Puntilla Lake at Puntilla,1952,,,1952-06-14,,,1952-06-11,,,,,,,,
2026,Susitna River at Talkeetna,1952,,,1952-05-25,,,1952-04-09,1952-03-19,,,,,,,
2047,Talkeetna River at Talkeetna,1952,,,1952-03-25,,,1952-04-09,1952-03-19,,,,,,,
2064,Trail Lake at Moose Pass,1952,,,1952-05-21,,,1952-05-01,,,,,,,,
2294,Baranof Lake at Baranof,1952,,,1952-06-01,,,1952-05-20,,,,,,,,
2308,Hood Bay at Angoon,1952,,,1952-04-15,,,,,,,,,,,
2321,Petersburg Lake at Petersburg,1952,,,1952-02-26,,,,,,,,,,,
2356,Aleknagik Lake at Aleknagik,1952,,,1952-06-08,,,1952-05-14,1952-05-16,,,,,,,
2378,Aniak River at Aniak,1952,,,1952-05-25,,,1952-05-19,,,,,,,,
2484,Eek River at Eek,1952,,,1952-05-26,,,,1952-05-20,,,,,,,
2513,Egegik River at Egegik,1952,,,1952-04-10,,,1952-04-05,1952-03-25,,,,,,,
2570,Goodnews River at Goodnews Bay,1952,,,1952-05-25,,,1952-05-23,1952-05-22,,,,,,,
2804,Kuskokwim River at Bethel,1952,,,1952-05-28,,,1952-05-24,1952-05-20,,,,,,,
2874,Kuskokwim River at Crooked Creek,1952,,,1952-05-23,,,1952-05-21,1952-05-20,,,,,,,
2924,Kuskokwim River at Kalskag,1952,,,1952-05-27,,,1952-05-21,1952-05-18,,,,,,,
2969,Kuskokwim River at McGrath,1952,,,1952-05-24,,,1952-05-17,1952-05-14,,,,,,,
3140,Kuskokwim River at Sleetmute,1952,,,1952-05-10,,,1952-05-08,1952-05-17,,,,,,,
3253,Naknek Lake nr King Salmon,1952,,,1952-06-03,,,,,,,,,,,
3293,Nushagak Bay at Dillingham,1952,,,1952-05-27,,,,,,,,,,,
3382,Quinhagak River at Quinhagak,1952,,,1952-05-07,,,1952-05-05,,,,,,,,
3481,Wood River at Aleknagik,1952,,,1952-05-12,,,,,,,,,,,
3830,Chena River at Fairbanks,1952,,2000-4-29,1952-04-24,unknown,1952-04-17,1952-04-29,,,,Published in the News Miner and Climate data.,,,,
3863,Chisana River at Northway,1952,,2000-5-1,1952-04-18,,1952-04-12,,,,,,,,,
3948,Lake Minchumina at Lake Minchumina,1952,,2000-6-9,1952-05-25,,1952-05-14,,,,,,,,,
3990,Nabesna River nr Northway,1952,,2000-5-8,1952-04-18,,1952-04-12,,,,,,,,,
4018,Nenana River at McKinley Park,1952,,2000-5-19,,,,,,,,,,,,
4113,Tanana River nr Manley Hot Springs,1952,,2000-5-22,,,,,,,,,,,,
4194,Tanana River at Nenana,1952,,2000-04pm,1952-05-12,,,,,,,,,,,
4476,Alatna River at Allakaket,1952,,,1952-05-26,,,,,,,\r,,,,
4557,Fortymile River nr Boundary,1952,,,1952-05-18,,,1952-05-03,1952-04-23,,,\r,,,,
4563,Grouse Creek nr Circle Hot Springs,1952,,,1952-05-03,,,,,,,\r,,,,
4586,Iditarod River at Flat,1952,,,1952-05-20,,,1952-05-15,,,,\r,,,,
4615,Innoko River at Holikachuk,1952,,,1952-05-30,,,1952-05-22,1952-05-17,,,Ski plane still in May 15.\r,,,,
4674,Koyukuk River at Allakaket,1952,,,1952-05-26,,,1952-05-24,,,,\r,,,,
4734,Koyukuk River at Bettles,1952,,,1952-05-25,,,1952-05-22,1952-05-12,,,\r,,,,
4788,Koyukuk River at Hughes,1952,,,1952-05-25,,,1952-05-23,1952-05-20,,,\r,,,,
4865,Koyukuk River at Wiseman,1952,,,1952-05-22,,,,,,,\r,,,,
4905,Medicine Lake nr Circle Hot Springs,1952,,,,,,1952-05-25,,,,\r,,,,
4946,Portage Creek nr Circle Hot Springs,1952,,,1952-05-16,,,,,,,\r,,,,
5028,Yukon River at Anvik,1952,,,1952-05-29,,,1952-05-25,1952-05-25,,,\r,,,,
5074,Yukon River at Beaver,1952,,,1952-05-23,,,1952-05-19,,,,\r,,,,
5130,Yukon River at Circle,1952,,,1952-05-20,,,1952-05-19,,,,\r,,,,
5233,Yukon River at Dawson,1952,,,1952-05-12,,,,,,,\r,,,,
5310,Yukon River at Eagle,1952,,,1952-05-18,,,1952-05-01,,,,\r,,,,
5424,Yukon River at Fort Yukon,1952,,,1952-05-20,,,1952-05-19,,,,\r,,,,
5467,Yukon River at Fortuna Ledge,1952,,,1952-05-30,,,1952-05-28,1952-05-25,,,\r,,,,
5481,Yukon River at Galena,1952,,,1952-05-26,,,1952-05-25,,,,\r,,,,
5545,Yukon River at Hamilton,1952,,,1952-06-05,,,1952-06-02,1952-06-01,,,\r,,,,
5620,Yukon River at Holy Cross,1952,,,1952-05-28,,,,,,,\r,,,,
5744,Yukon River at Marshall,1952,,5-28-52,1952-05-30,,,,,,,\r,,,,
5793,Yukon River at Mountain Village,1952,,,1952-06-06,,,1952-06-01,,,,\r,,,,
5852,Yukon River at Nulato,1952,,,1952-05-26,,,1952-05-22,,,,\r,,,,
5948,Yukon River at Rampart,1952,,,1952-05-25,,,1952-05-22,,,,\r,,,,
6070,Yukon River at Stevens Village,1952,,,1952-05-24,,,1952-05-16,,,,\r,,,,
6147,Yukon River at Tanana,1952,,,1952-05-21,,,1952-05-19,,,,\r,,,,
58,Arctic Ocean at Point Hope,1951,,,1951-06-12,,,1951-06-12,,,,South Beach,,,,
88,Beaufort Sea at Barter Island,1951,,,1951-07-17,,,1951-06-10,1951-06-01,,,,,,,
167,Bering Sea at Nome,1951,,,1951-05-21,,,1951-05-08,1951-05-05,,,,,,,
201,Bering Sea at Wales,1951,,,1951-06-05,,,1951-06-03,1951-05-30,,,,,,,
241,Colville River at Umiat,1951,,,1951-05-12,,,1951-05-06,1951-05-01,,,,,,,
294,Fish River at White Mountain,1951,,,1951-05-15,,,,,,,,,,,
317,Grantley Harbor at Teller,1951,,,1951-06-03,,,,,,,,,,,
333,Kasegaluk Lagoon at Wainright,1951,,,1951-06-09,,,1951-05-12,1951-05-12,,,,,,,
340,Kivalina River at Kivalina,1951,,,1951-05-18,,,,,,,,,,,
432,Kobuk River at Kobuk,1951,,,1951-05-15,,,1951-05-11,,,,,,,,
492,Kobuk River at Noorvik,1951,,,1951-05-20,,,,,,,,,,,
565,Kotzebue Sound at Kotzebue,1951,,,1951-05-26,,,1951-05-21,1951-05-08,,,,,,,
606,Kuk River at Wainwright,1951,,,1951-07-27,,,1951-06-14,1951-06-10,,,,,,,
632,Kwiniuk River at Moses Point,1951,,,1951-05-02,,,1951-05-01,1951-05-01,,,,,,,
650,Lake Troutman nr Gambell,1951,,,1951-06-23,,,1951-06-06,,,,,,,,
822,Saint Michael Bay at Saint Michael,1951,,,1951-05-24,,,1951-05-22,,,,,,,,
843,Selawik River at Selawik,1951,,,1951-05-22,,,,,,,,,,,
879,Shishmaref Inlet at Shishmaref,1951,,,1951-06-19,,,1951-06-18,1951-06-18,,,,,,,
884,Snake River at Nome,1951,,,1951-05-08,,,1951-04-20,1951-04-15,,,,,,,
949,Unalakleet River at Unalakleet,1951,,,1951-05-10,,,1951-05-09,1951-05-01,,,,,,,
1248,Gakona River at Gulkana,1951,,,1951-04-30,,,,,,,,,,,
1254,Gulkana River nr Gakona,1951,,,1951-04-30,,,1951-04-12,,,,,,,,
1357,Tazlina River nr Gulkana,1951,,,1951-04-30,,,1951-04-02,1951-04-01,,,,,,,
1472,Beluga Lake at Homer,1951,,,1951-05-09,,,1951-05-03,1951-04-10,,,,,,,
1656,Karluk Lake nr Karluk,1951,,,1951-05-11,,,,,,,,,,,
1693,Kenai River at Kenai,1951,,,1951-04-14,,,,,,,,,,,
1730,Kenai River at Sterling,1951,,,1951-04-10,,,1951-04-06,1951-04-06,,,,,,,
1839,Matanuska River at Palmer,1951,,,1951-04-08,,,,,,,,,,,
1877,Moose River at Sterling,1951,,,1951-04-28,,,1951-04-14,1951-04-13,,,,,,,
1906,Puntilla Lake at Puntilla,1951,,,1951-05-26,,,1951-05-20,1951-05-14,,,,,,,
1941,Skwentna River at Skwentna,1951,,,1951-05-06,,,1951-04-30,1951-04-24,,,,,,,
2091,Willow Creek at Willow,1951,,,,,,1951-04-22,,,1951-04-22,,,,,
2293,Baranof Lake at Baranof,1951,,,1951-06-03,,,1951-05-25,,,,,,,,
2323,Salmon River at Gustavus,1951,,,1951-02-14,,,,,,,,,,,
2343,Taku River at Taku Pass,1951,,,1951-03-30,,,,,,,,,,,
2355,Aleknagik Lake at Aleknagik,1951,,,1951-05-29,,,1951-05-17,1951-05-08,,,,,,,
2512,Egegik River at Egegik,1951,,,1951-04-25,,,1951-04-15,1951-04-10,,,,,,,
2537,Farewell Lake at Farewell,1951,,,1951-05-06,,,,,,,,,,,
2569,Goodnews River at Goodnews Bay,1951,,,1951-05-04,,,1951-04-26,1951-04-25,,,,,,,
2587,Iliamna Lake at Iliamna,1951,,,1951-05-22,,,1951-05-05,,,,,,,,
2803,Kuskokwim River at Bethel,1951,,,1951-05-07,,,1951-04-28,1951-04-22,,,,,,,
2873,Kuskokwim River at Crooked Creek,1951,,,1951-05-03,,,1951-04-29,1951-04-29,,,,,,,
2968,Kuskokwim River at McGrath,1951,,,1951-05-03,,,1951-04-29,1951-04-20,,,,,,,
3064,Kuskokwim River at Napaimute,1951,,,1951-04-03,,,1951-05-25,,,,,,,,
3121,Kuskokwim River at Sleetmute,1951,,,1951-05-22,,,1951-05-21,1951-05-17,,,,,,,
3172,Kuskokwim River at Stony River,1951,,,1951-05-08,,,1951-04-26,1951-04-26,,,,,,,
3244,Mekoryuk River at Nunivak,1951,,,1951-05-10,,,1951-05-05,1951-05-01,,,,,,,
3292,Nushagak Bay at Dillingham,1951,,,1951-05-10,,,,,,,,,,,
3375,Port Heiden Bay at Port Heiden,1951,,,1951-04-12,,,,,,,,,,,
3381,Quinhagak River at Quinhagak,1951,,,1951-05-16,,,1951-04-27,,,,,,,,
3448,Tuluksak River nr Nyac,1951,,,1951-05-01,,,1951-04-25,1951-04-25,,,,,,,
3829,Chena River at Fairbanks,1951,,2000-4-25,1951-04-09,,1951-03-25,1951-04-25,,,,Published in the News Miner and Climate data.,,,,
3862,Chisana River at Northway,1951,,2000-4-25,1951-04-05,,,,,,,,,,,
3947,Lake Minchumina at Lake Minchumina,1951,,2000-5-12,1951-05-11,,1951-05-01,,,,,,,,,
3989,Nabesna River nr Northway,1951,,2000-4-28,1951-04-05,,,,,,,,,,,
4012,Nenana River at Healy,1951,,2000-4-28,,,,,,,,,,,,
4112,Tanana River nr Manley Hot Springs,1951,,2000-5-4,,,,,,,,,,,,
4193,Tanana River at Nenana,1951,,2000-54pm,1951-04-30,,,,,,,,,,,
4274,Tanana River at Tanana,1951,,2000-5-6,,,,,,,,,,,,
4475,Alatna River at Allakaket,1951,,,1951-05-09,,,,,,,\r,,,,
4556,Fortymile River nr Boundary,1951,,,1951-05-01,,,1951-04-20,1951-03-28,,,\r,,,,
